Ssession_ID,Description,Reviews,Pictures,Recommendations,Best_Sellers,Accessories,Price_Comparison,Click_Similar,Request_more_info,Click_phone_no,Purchase
238,0,1,1,1,0,0,0,0,0,0,1
239,0,0,1,0,1,1,0,0,1,0,1
240,1,0,0,1,1,1,1,1,1,0,1
241,0,0,1,0,1,1,0,0,1,0,1
242,1,0,1,0,1,0,0,0,0,1,0
243,0,0,1,1,1,0,0,0,0,0,0
244,0,1,1,0,0,1,0,1,0,0,0
245,0,1,1,0,0,1,0,1,0,0,0
246,0,1,0,0,1,0,0,0,1,1,1
247,1,0,1,0,1,0,0,0,0,1,0
248,0,1,0,1,0,0,0,1,1,0,0
249,1,0,1,1,1,0,0,0,0,0,0
250,0,1,1,1,1,0,0,0,0,0,1
251,1,0,0,0,1,0,1,1,0,1,1
252,1,0,1,0,1,0,0,0,0,1,0
253,0,1,1,1,1,0,0,0,0,1,1
254,0,0,1,1,1,0,0,0,0,0,0
255,1,1,0,1,1,0,0,1,0,1,1
256,0,0,0,1,1,1,0,1,0,0,0
257,0,0,1,0,1,0,0,1,1,0,0
258,0,1,0,1,0,0,1,0,0,0,1
259,1,1,0,1,1,0,0,1,1,1,1
260,0,0,0,0,0,1,1,1,1,0,0
261,1,0,0,1,1,1,1,1,1,0,1
262,0,1,0,0,0,0,1,0,0,1,1
263,0,0,1,0,0,0,1,0,1,0,1
264,1,1,0,1,1,0,0,1,1,1,1
265,1,0,1,1,0,1,0,1,1,0,1
266,0,0,1,1,0,1,1,1,1,0,1
267,1,1,1,0,1,0,0,1,1,1,1
268,0,0,1,1,0,0,0,0,0,1,0
269,1,0,1,1,1,0,0,1,1,1,0
270,0,0,0,0,0,0,0,1,0,0,0
271,1,0,1,1,0,1,0,1,1,0,1
272,0,0,0,1,1,1,0,1,0,1,0
273,1,1,0,1,1,0,0,0,0,0,1
274,1,1,1,0,1,1,0,0,0,0,0
275,0,1,1,0,1,0,0,1,1,1,1
276,0,1,1,1,1,0,0,0,0,0,1
277,1,0,0,1,1,0,0,1,1,0,1
278,0,0,1,1,0,1,1,0,1,0,0
279,0,1,1,1,0,0,0,1,1,1,1
280,0,1,0,1,0,0,1,0,0,0,1
281,1,0,0,0,1,0,1,0,1,1,1
282,0,1,0,1,1,1,0,0,1,1,1
283,0,1,1,1,1,0,0,0,0,1,1
284,1,1,0,0,0,0,0,0,1,1,1
285,1,0,1,0,1,1,1,0,1,0,0
286,1,0,0,0,0,1,1,0,1,1,1
287,1,0,0,1,1,1,1,1,1,0,1
288,1,1,1,1,0,1,0,1,1,0,1
289,1,0,1,1,0,1,1,1,1,0,0
290,0,1,1,0,1,1,0,1,0,0,1
291,1,0,0,0,0,1,1,0,1,1,1
292,0,0,0,0,0,0,0,1,0,0,0
293,0,0,1,1,0,1,0,1,0,0,0
294,1,0,1,0,1,1,1,0,1,0,0
295,1,1,1,0,0,1,1,0,0,0,1
296,1,0,1,0,0,1,1,0,0,1,0
297,0,0,1,1,0,1,1,0,1,0,0
298,0,1,0,1,0,1,0,0,1,0,0
299,0,0,1,0,1,0,0,0,0,0,0
300,0,0,0,1,0,0,1,0,1,0,1
301,0,1,0,1,0,0,1,0,0,0,1
302,1,0,1,1,0,1,0,1,0,0,0
303,1,0,1,0,1,1,1,0,1,0,0
304,1,1,1,0,0,1,0,0,1,1,1
305,1,0,1,1,0,1,0,1,1,1,0
306,1,0,0,0,0,0,1,1,1,1,0
307,1,1,0,1,0,1,0,0,1,0,1
308,1,0,1,1,0,1,0,1,1,1,0
309,1,1,0,1,1,0,0,1,1,1,1
310,0,0,1,1,0,1,0,1,0,0,0
311,0,1,0,0,0,0,1,0,0,1,1
312,1,0,1,1,0,0,1,1,0,1,0
313,0,1,0,0,1,1,1,1,0,1,1
314,1,0,1,0,0,1,1,0,1,1,1
315,0,0,1,0,1,1,0,0,0,1,0
316,1,1,1,1,1,1,0,1,1,1,1
317,1,0,1,0,0,1,1,0,0,1,0
318,0,1,0,1,0,1,0,0,1,0,0
319,1,0,0,0,1,0,1,0,1,1,1
320,1,1,0,0,0,1,1,0,0,1,1
321,0,0,0,0,0,1,1,0,0,1,1
322,0,0,0,0,1,1,0,0,0,1,0
323,1,1,1,1,0,0,1,0,1,1,1
324,1,1,1,1,0,1,0,1,1,0,1
325,1,1,0,1,0,1,1,1,0,1,1
326,0,1,0,0,1,1,1,1,0,1,1
327,0,1,1,1,1,1,1,1,1,0,1
328,1,0,1,0,0,0,1,1,0,0,1
329,0,0,1,0,0,0,0,0,0,1,1
330,1,0,0,1,1,0,0,1,0,0,1
331,0,1,1,1,1,1,1,1,1,0,1
332,1,0,1,1,0,0,1,1,0,1,0
333,0,1,1,0,1,1,0,1,0,0,1
334,1,1,0,0,0,1,1,0,0,1,1
335,0,1,0,1,0,0,0,1,1,0,0
336,0,0,0,0,0,1,1,1,1,0,0
337,0,1,0,0,0,1,1,1,0,1,1
338,1,0,1,1,0,0,0,1,0,0,0
339,0,0,0,1,1,0,1,1,1,1,0
340,1,0,0,0,1,0,1,1,0,1,1
341,1,0,1,1,0,1,1,0,1,0,1
342,1,0,1,0,0,1,1,0,0,1,0
343,1,1,1,0,1,1,0,0,0,0,0
344,1,1,1,1,0,0,0,1,0,1,1
345,1,1,1,1,0,0,1,0,1,1,1
346,1,0,1,1,0,1,0,1,1,0,1
347,0,1,1,1,1,0,0,0,0,1,1
348,0,1,1,0,1,0,1,1,1,0,1
349,1,1,1,0,0,1,0,0,1,1,1
350,0,0,0,1,1,1,0,1,0,0,0
351,1,0,0,0,1,1,1,1,0,1,0
352,1,0,1,0,0,0,0,0,0,0,1
353,0,0,1,0,1,0,0,0,0,0,1
354,0,0,1,0,1,0,0,0,0,0,0
355,0,0,1,0,1,1,1,1,0,1,1
356,1,0,0,0,0,0,1,1,1,1,0
357,1,1,0,1,1,0,0,1,1,1,1
358,1,0,1,0,0,0,1,1,0,0,1
359,0,1,0,1,0,0,1,0,0,0,1
360,1,0,1,1,0,1,0,1,1,0,1
361,1,1,1,1,1,1,0,1,1,1,1
362,0,1,0,1,1,1,0,0,1,1,1
363,1,0,0,0,0,0,1,1,1,1,0
364,0,0,0,1,0,0,1,0,1,0,1
365,0,0,0,0,0,1,1,0,0,1,1
366,0,1,1,1,0,0,0,0,0,0,1
367,0,1,0,1,0,0,1,0,0,0,1
368,0,1,1,0,1,1,0,0,1,0,1
369,1,0,0,0,1,1,1,1,0,1,0
370,0,1,0,1,0,0,0,1,1,0,0
371,0,1,0,0,1,1,1,0,0,1,0
372,0,1,0,0,1,1,1,1,0,1,1
373,0,1,1,1,1,0,0,0,0,1,1
374,0,1,1,0,1,0,0,1,1,1,1
375,1,0,0,0,1,0,1,0,1,1,1
376,0,1,0,0,1,1,1,0,0,1,0
377,1,0,0,0,1,1,1,1,0,1,0
378,0,0,0,0,1,1,0,0,0,1,0
379,0,0,1,0,0,0,1,0,1,0,1
380,1,0,1,1,0,0,1,1,0,1,0
381,1,0,1,0,0,1,1,0,1,1,1
382,1,0,1,0,1,0,1,0,1,1,1
383,0,1,1,0,1,0,0,1,0,0,0
384,0,0,1,0,1,0,0,1,1,0,0
385,1,0,1,0,1,1,1,0,1,0,0
386,0,0,1,0,1,0,0,0,0,0,1
387,0,0,1,1,0,0,0,1,1,0,0
388,0,0,1,0,1,0,0,1,1,0,0
389,1,1,0,1,1,0,0,1,1,1,1
390,1,1,0,1,1,0,0,1,1,1,1
391,0,0,1,0,1,0,0,0,0,0,0
392,0,0,0,1,0,1,0,1,1,1,1
393,1,1,0,1,1,0,0,1,1,1,1
394,1,0,1,1,1,0,0,1,1,1,0
395,1,1,1,0,0,1,1,0,0,0,1
396,0,1,1,1,1,1,1,1,1,0,1
397,0,1,1,0,0,1,0,1,0,0,0
398,0,1,1,1,1,1,1,1,1,0,1
399,0,0,1,1,1,0,0,0,0,0,0
400,0,1,1,0,1,1,0,0,1,0,1
401,1,1,0,0,0,1,1,0,0,1,1
402,1,1,0,1,1,0,0,1,1,1,1
403,1,0,0,0,0,1,1,0,1,1,1
404,0,1,1,1,0,0,0,0,0,0,1
405,0,1,1,0,0,1,0,1,1,0,1
406,1,0,0,1,1,0,0,0,1,0,0
407,0,1,0,0,1,0,0,0,1,1,1
408,1,1,0,1,1,0,0,1,0,1,1
409,0,0,0,1,1,1,0,1,0,1,0
410,0,0,0,0,0,1,1,0,0,1,1
411,1,0,1,1,0,1,1,1,1,0,0
412,1,0,1,1,0,0,0,1,0,0,0
413,1,0,1,0,1,0,0,0,0,1,0
414,0,1,1,1,1,0,1,1,0,1,1
415,1,1,0,1,1,0,0,0,0,0,1
416,0,1,1,0,0,1,1,1,1,0,1
417,0,1,0,1,0,0,1,0,0,0,1
418,1,1,1,1,0,0,1,1,0,0,1
419,0,0,0,0,1,1,0,0,1,0,1
420,1,0,1,1,0,0,0,1,0,0,0
421,0,0,1,0,1,1,1,1,0,1,1
422,0,0,0,0,1,1,0,0,1,0,1
423,0,1,1,1,0,0,0,0,0,0,1
424,1,0,0,0,1,1,1,1,0,1,0
425,0,0,1,1,0,1,0,1,0,0,0
426,1,1,0,0,0,1,1,0,0,1,1
427,1,0,0,0,1,1,1,1,0,1,0
428,1,0,1,1,0,0,1,1,0,1,0
429,0,0,0,1,1,0,1,1,1,1,0
430,0,0,0,1,1,1,0,1,0,0,0
431,0,0,1,0,1,0,0,0,0,0,1
432,1,0,1,1,0,1,0,1,0,0,0
433,1,1,0,0,0,0,0,0,1,1,1
434,1,0,0,0,0,1,0,1,0,1,0
435,0,0,0,1,1,1,0,1,0,1,0
436,0,1,0,0,1,0,0,0,1,1,1
437,0,1,1,0,1,1,0,0,1,0,1
438,0,1,1,1,0,0,0,0,0,0,1
439,0,1,0,1,1,1,0,0,1,1,1
440,1,0,1,0,0,1,1,0,0,1,0
441,1,1,1,1,0,0,1,1,0,0,1
442,1,0,1,0,1,0,1,0,1,1,1
443,1,0,1,1,0,1,1,1,1,0,0
444,1,0,0,0,0,1,0,1,0,0,0
445,1,1,0,1,1,0,1,1,0,0,1
446,0,1,0,1,0,0,1,0,0,0,1
447,1,0,0,0,0,0,1,1,1,1,0
448,0,1,1,0,1,1,0,1,0,0,1
449,1,0,0,1,1,0,0,1,1,0,1
450,0,1,0,1,0,0,0,1,1,0,0
451,1,1,1,1,0,0,0,1,0,1,1
452,1,1,1,1,0,1,0,1,1,0,1
453,1,0,1,1,0,1,0,1,0,0,0
454,0,0,0,1,1,1,0,1,0,1,0
455,0,0,1,0,0,0,1,0,1,0,1
456,1,0,1,1,0,1,1,0,1,0,1
457,0,0,1,1,0,0,0,1,1,0,0
458,1,1,0,0,0,0,0,0,1,1,1
459,1,1,0,1,0,1,0,0,1,0,1
460,1,0,1,0,0,0,1,1,0,0,1
461,0,0,1,1,1,0,0,0,0,0,0
462,1,0,1,0,1,1,1,0,1,0,0
463,1,0,1,0,0,0,0,0,0,0,1
464,0,0,0,0,0,1,1,1,1,0,0
465,1,0,1,0,0,1,1,0,1,1,1
466,0,0,0,0,1,1,0,0,0,1,0
467,1,0,1,0,0,0,0,0,0,0,1
468,1,1,0,1,1,0,0,0,0,0,1
469,1,0,0,0,0,1,0,1,0,1,0
470,1,0,0,1,1,0,0,1,0,0,1
471,1,1,0,1,0,1,1,1,0,1,1
472,1,1,0,1,1,0,0,0,0,0,1
473,0,0,0,1,0,1,0,1,1,1,1
474,1,0,1,1,1,0,0,0,0,0,0
475,0,0,0,0,0,0,0,1,0,0,0
476,1,1,1,1,1,1,0,1,1,1,1
477,0,1,1,0,1,1,0,1,0,0,1
478,0,0,1,0,1,1,0,0,0,1,0
479,1,1,1,1,1,1,0,1,1,1,1
480,0,0,0,0,0,1,1,1,1,0,0
481,0,0,1,1,1,0,0,0,0,0,0
482,1,0,1,1,0,1,1,1,1,0,0
483,1,1,1,1,0,0,1,0,1,1,1
484,0,1,1,1,1,0,1,1,0,1,1
485,0,0,1,1,0,1,1,1,1,0,1
486,1,1,1,1,0,0,0,1,0,1,1
487,1,1,0,1,1,0,0,0,0,0,1
488,1,0,0,1,1,0,0,1,0,0,1
489,0,0,1,1,0,1,1,1,1,0,1
490,0,1,1,0,0,1,0,1,1,0,1
491,0,1,1,1,1,0,0,0,0,1,1
492,0,1,0,0,1,1,1,0,0,1,0
493,1,0,0,1,1,0,0,1,1,0,1
494,0,0,1,0,1,1,1,1,0,1,1
495,0,0,1,0,1,1,0,0,0,1,0
496,0,1,1,0,0,1,0,1,1,0,1
497,0,1,1,1,1,0,0,0,0,1,1
498,0,1,0,1,0,0,1,0,0,0,1
499,0,1,1,0,1,0,0,1,1,1,1
500,0,0,1,0,0,0,0,0,0,1,1
501,0,0,1,0,1,1,0,0,1,0,1
502,1,1,0,1,1,0,1,1,0,0,1
503,0,1,0,0,0,0,1,0,0,1,1
504,1,1,1,1,0,1,0,0,0,0,0
505,0,0,1,0,1,1,0,0,0,1,0
506,0,1,1,0,1,1,1,1,0,0,0
507,1,1,0,1,1,0,0,1,1,1,1
508,0,1,1,1,0,0,0,1,1,1,1
509,1,0,1,0,0,0,1,1,0,0,1
510,0,1,1,0,1,1,1,1,0,0,0
511,0,0,1,0,1,0,0,0,0,0,0
512,0,0,1,1,0,0,0,1,1,0,0
513,0,0,0,1,0,0,1,0,1,0,1
514,1,0,0,0,0,1,1,0,1,1,1
515,0,1,1,0,0,1,1,1,1,0,1
516,1,0,1,0,0,0,0,0,0,0,1
517,0,0,1,1,0,0,0,1,1,0,0
518,0,1,0,0,1,1,1,1,0,1,1
519,1,0,0,1,1,0,0,1,0,0,1
520,1,0,0,0,0,1,0,1,0,0,0
521,1,0,1,0,1,0,1,0,1,1,1
522,0,1,1,0,1,1,0,0,1,0,1
523,0,1,1,0,1,1,0,1,0,0,1
524,1,0,0,0,1,0,1,0,1,1,1
525,1,1,1,1,0,0,0,1,0,1,1
526,0,1,0,1,1,1,0,0,1,1,1
527,1,1,0,1,0,1,1,0,1,0,1
528,0,0,0,0,0,0,0,1,0,0,0
529,0,1,1,0,1,0,0,1,0,0,0
530,1,0,1,0,0,1,1,0,1,1,1
531,1,0,0,0,0,1,0,1,0,0,0
532,0,0,1,1,0,1,1,1,1,0,1
533,1,1,1,1,0,1,0,0,0,0,0
534,1,1,1,1,0,1,0,0,0,0,0
535,0,1,1,0,0,1,1,1,1,0,1
536,0,0,0,1,0,0,1,0,1,0,1
537,0,0,0,1,1,0,1,1,1,1,0
538,1,0,0,0,0,1,0,1,0,1,0
539,0,0,0,1,0,1,0,1,1,1,1
540,1,1,1,1,0,0,0,1,0,1,1
541,0,1,0,1,0,0,1,0,0,0,1
542,1,0,1,1,0,1,1,1,1,0,0
543,0,0,1,1,0,0,0,1,1,0,0
544,1,0,0,0,0,1,0,1,0,0,0
545,1,1,1,1,0,0,1,1,0,0,1
546,1,1,0,1,1,0,1,1,0,0,1
547,0,0,1,1,0,1,1,0,1,0,0
548,1,1,1,0,1,1,0,0,0,0,0
549,1,1,1,0,1,1,0,0,0,0,0
550,0,0,1,0,1,1,1,1,0,1,1
551,1,0,1,0,0,0,0,0,0,0,1
552,0,0,1,1,0,0,0,0,0,1,0
553,0,0,1,0,1,0,0,1,1,0,0
554,1,1,1,1,0,1,0,1,1,0,1
555,0,0,0,0,0,1,1,0,0,1,1
556,1,0,0,0,0,0,1,1,1,1,0
557,1,0,0,1,1,0,0,0,1,0,0
558,0,0,1,0,1,0,0,0,0,0,0
559,1,0,1,1,1,0,0,1,1,1,0
560,1,1,1,0,0,1,0,0,1,1,1
561,1,0,1,1,0,0,0,1,0,0,0
562,0,1,1,0,1,1,1,1,0,0,0
563,0,0,1,1,0,0,0,0,0,1,0
564,1,0,1,1,0,1,0,1,1,1,0
565,1,0,1,1,0,1,0,1,0,0,0
566,0,0,1,0,0,0,1,0,1,0,1
567,1,1,1,0,1,0,0,1,1,1,1
568,0,0,1,0,0,0,0,0,0,1,1
569,0,1,0,1,0,1,0,1,0,0,1
570,0,0,1,0,1,1,0,0,1,0,1
571,1,0,0,0,0,1,1,0,1,1,1
572,1,0,1,1,0,1,0,1,0,0,0
573,1,0,0,0,0,0,1,1,1,0,1
574,0,1,1,1,1,0,0,0,0,0,1
575,0,1,0,0,1,0,0,0,1,1,1
576,1,1,1,1,0,1,0,1,1,0,1
577,1,0,0,0,0,0,1,1,1,0,1
578,0,0,0,1,1,1,0,1,0,1,0
579,0,0,0,0,0,1,1,0,0,1,1
580,1,1,1,0,1,0,0,1,1,1,1
581,1,1,0,1,1,0,1,1,0,0,1
582,0,1,1,0,1,0,0,1,0,0,0
583,0,1,0,0,0,1,1,1,0,1,1
584,1,0,1,1,0,1,0,1,1,0,1
585,0,1,0,1,0,0,1,0,0,0,1
586,1,1,0,1,0,1,1,1,0,1,1
587,1,0,1,1,1,0,0,0,0,0,0
588,0,0,1,0,1,0,0,0,0,0,1
589,0,1,1,1,1,0,0,0,0,1,1
590,1,1,1,1,0,0,1,1,0,0,1
591,1,1,0,1,0,1,1,0,1,0,1
592,0,1,0,1,1,1,0,0,1,1,1
593,1,0,1,0,1,0,1,0,1,1,1
594,1,0,0,0,0,1,0,1,0,1,0
595,1,1,1,1,0,1,0,0,0,0,0
596,1,0,0,0,0,0,1,1,1,0,1
597,0,0,0,0,1,1,0,0,0,1,0
598,1,0,1,1,0,1,1,0,1,0,1
599,1,0,0,0,1,0,1,1,0,1,1
600,1,1,1,0,0,1,0,0,1,1,1
